"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Sambalpur","BP-SMB-2022-02-07-000724","BPA1","2022-02-07","2022-02-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-04-07-002327","BPA1","2022-04-07",NULL,"INITIATED",NULL,NULL
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001910","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-03-13-001645","BPA1","2022-03-13","2022-03-13","APPROVED","BP/RRK/000072","2022-03-25"
"Bhubaneswar","BP-BMC-2022-03-16-001778","BPA1","2022-03-16","2022-03-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001373","BPA2","2022-03-04","2022-03-05","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003580","BPA1","2022-05-13","2022-05-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-28-001981","BPA1","2022-03-28","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001053","BPA1","2022-02-22","2022-03-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-29-003048","BPA1","2022-04-29","2022-04-30","APPROVED","BP/CTC/000145","2022-04-30"
"Berhampur","BP-BAM-2022-03-16-001779","BPA1","2022-03-16","2022-03-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000950","BPA1","2022-02-17","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-19-000440","BPA1","2022-01-19","2022-01-19","APPROVED","BP/SMB/000051","2022-02-23"
"Cuttack","BP-CTC-2022-02-23-001065","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001911","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001048","BPA1","2022-02-22","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-04-30-003058","BPA1","2022-04-30","2022-05-05","APPROVED","BP/BED/000190","2022-05-13"
"Bhubaneswar","BP-BMC-2022-04-28-002981","BPA1","2022-04-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-07-002326","BPA1","2022-04-07","2022-04-22","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-02-22-001055","BPA2","2022-02-22","2022-05-14","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001858","BPA1","2022-03-21","2022-03-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001027","BPA1","2022-02-21","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-06-000694","BPA1","2022-02-06","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Khordha","BP-KHU-2022-04-07-002311","BPA1","2022-04-07","2022-04-08","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001172","BPA1","2022-02-25","2022-03-04","APPROVED","BP/BDA/000096","2022-04-09"
"Bhubaneswar","BP-BMC-2022-03-15-001744","BPA1","2022-03-15","2022-03-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001948","BPA1","2022-03-25","2022-03-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-24-001912","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-03-16-001780","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-08-000744","BPA1","2022-02-08","2022-02-09","APPROVED","BP/BMC/000192","2022-05-18"
"Bhubaneswar","BP-BMC-2022-01-29-000585","BPA1","2022-01-29","2022-04-07","APPROVED","BP/BMC/000200","2022-05-20"
"Bhubaneswar","BP-BMC-2022-02-23-001072","BPA1","2022-02-23","2022-04-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-29-000586","BPA1","2022-01-29","2022-02-01","APPROVED","BP/BDA/000065","2022-03-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-28-000564","BPA1","2022-01-28","2022-01-29","APPROVED","BP/BDA/000069","2022-03-22"
"Berhampur","BP-BAM-2022-02-23-001080","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-03-28-001995","BPA1","2022-03-28",NULL,"INITIATED",NULL,NULL
"Jatni","BP-JTN-2022-04-28-002999","BPA1","2022-04-28","2022-04-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-23-001086","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002776","BPA1","2022-04-23",NULL,"INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-23-001087","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003257","BPA1","2022-05-05","2022-05-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-16-001771","BPA1","2022-03-16","2022-03-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001781","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-28-003001","BPA1","2022-04-28","2022-04-29","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002356","BPA2","2022-04-08","2022-05-18","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002761","BPA2","2022-04-22",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002721","BPA1","2022-04-21",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001090","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-01-002105","BPA1","2022-04-01",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-10-001569","BPA2","2022-03-10","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-20-001838","BPA1","2022-03-20","2022-04-21","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001088","BPA1","2022-02-23","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001079","BPA1","2022-02-23","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-05-002246","BPA1","2022-04-05","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-17-000940","BPA1","2022-02-17","2022-02-23","APPROVED","BP/BAM/000058","2022-03-07"
"Berhampur","BP-BAM-2022-02-23-001095","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001032","BPA1","2022-02-22","2022-02-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Rourkela","BP-RRK-2022-03-24-001923","BPA2","2022-03-24","2022-03-24","APPROVED","BP/RRK/000078","2022-03-28"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001098","BPA1","2022-02-23","2022-02-26","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-02-25-001173","BPA1","2022-02-25","2022-03-01","APPROVED","BP/BAM/000084","2022-04-01"
"Bhubaneswar","BP-BMC-2022-04-12-002459","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-04-28-003004","BPA1","2022-04-28","2022-05-04","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-30-002033","BPA1","2022-03-30",NULL,"INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-28-000566","BPA1","2022-01-28","2022-02-14","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001940","BPA2","2022-03-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-24-000518","BPA1","2022-01-24","2022-05-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002779","BPA2","2022-04-23",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001628","BPA1","2022-03-12","2022-04-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000884","BPA1","2022-02-15","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-28-000562","BPA1","2022-01-28","2022-03-04","REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001768","BPA1","2022-03-16","2022-03-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001042","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-02-11-000821","BPA1","2022-02-11","2022-02-11","APPROVED","BP/BAM/000090","2022-04-05"
"Bhubaneswar","BP-BMC-2022-02-11-000802","BPA1","2022-02-11","2022-04-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-28-002987","BPA1","2022-04-28",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-02-19-000988","BPA1","2022-02-19","2022-02-23","APPROVED","BP/BAM/000056","2022-03-05"
"Bhubaneswar","BP-BMC-2022-02-22-001041","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001865","BPA1","2022-03-21",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001113","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001114","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001629","BPA1","2022-03-12","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002030","BPA1","2022-03-30","2022-04-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-04-000682","BPA1","2022-02-04","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-29-000587","BPA1","2022-01-29","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001116","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003582","BPA1","2022-05-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002035","BPA1","2022-03-30","2022-03-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001118","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001121","BPA1","2022-02-24","2022-03-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001119","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001303","BPA1","2022-03-02","2022-03-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Rourkela","BP-RRK-2022-01-29-000575","BPA1","2022-01-29",NULL,"REJECTED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-04-002180","BPA1","2022-04-04","2022-04-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001631","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-24-001123","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001129","BPA1","2022-02-24","2022-03-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-23-001081","BPA2","2022-02-23","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001128","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001136","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-03-16-001784","BPA1","2022-03-16","2022-03-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001137","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-02-24-001141","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-24-001143","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001632","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-25-001151","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-04-002160","BPA1","2022-04-04","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001153","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002711","BPA1","2022-04-21",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-25-001951","BPA3","2022-03-25","2022-03-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001092","BPA1","2022-02-23","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001612","BPA1","2022-03-11","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001161","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001164","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001166","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001168","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-25-001169","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001171","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003583","BPA1","2022-05-13","2022-05-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-22-001045","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001914","BPA1","2022-03-24",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-09-002386","BPA1","2022-04-09","2022-04-11","APPROVAL_INPROGRESS",NULL,NULL
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001917","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL
